Results for dataset 1 (AIC) (Mean-field) :

ACC:                                FNR:                                FPR:                               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9765258215962441                  0.050314465408805034                0.00749063670411985                
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.0440251572327044                  0.00749063670411985                
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9835680751173709                  0.03773584905660377                 0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.0440251572327044                  0.00749063670411985                
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9812206572769953                  0.0440251572327044                  0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.0440251572327044                  0.00749063670411985                
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
0.9788732394366197                  0.050314465408805034                0.003745318352059925               
