Results for dataset 3 (AIC):

ACC:                                FNR:                                FPR:                               
0.9283854166666666                  0.11092436974789915                 0.04675876726886291                
0.9303385416666666                  0.10252100840336134                 0.048884165781083955               
0.9303385416666666                  0.11260504201680673                 0.04250797024442083                
0.9348958333333334                  0.09915966386554621                 0.04357066950053135                
0.9290364583333334                  0.11092436974789915                 0.04569606801275239                
0.9283854166666666                  0.11092436974789915                 0.04675876726886291                
0.931640625                         0.10588235294117647                 0.044633368756641874               
0.9342447916666666                  0.10588235294117647                 0.040382571732199786               
0.9309895833333334                  0.10420168067226891                 0.04675876726886291                
0.931640625                         0.11092436974789915                 0.04144527098831031                
0.9329427083333334                  0.10588235294117647                 0.04250797024442083                
0.9322916666666666                  0.09915966386554621                 0.04782146652497343                
0.9283854166666666                  0.11764705882352941                 0.04250797024442083                
0.931640625                         0.10588235294117647                 0.044633368756641874               
0.9283854166666666                  0.11260504201680673                 0.04569606801275239                
0.92578125                          0.1226890756302521                  0.04357066950053135                
0.9283854166666666                  0.12436974789915967                 0.03825717321997875                
0.9296875                           0.10756302521008404                 0.04675876726886291                
0.9290364583333334                  0.10756302521008404                 0.04782146652497343                
0.927734375                         0.11596638655462185                 0.044633368756641874               
0.9309895833333334                  0.0957983193277311                  0.052072263549415514               
0.9270833333333334                  0.11092436974789915                 0.048884165781083955               
0.9303385416666666                  0.10420168067226891                 0.04782146652497343                
0.9296875                           0.11260504201680673                 0.04357066950053135                
0.9322916666666666                  0.09747899159663866                 0.048884165781083955               
0.931640625                         0.10588235294117647                 0.044633368756641874               
0.9322916666666666                  0.10588235294117647                 0.04357066950053135                
0.9283854166666666                  0.10588235294117647                 0.04994686503719448                
0.9342447916666666                  0.09915966386554621                 0.044633368756641874               
0.9303385416666666                  0.10756302521008404                 0.04569606801275239                
0.9290364583333334                  0.10588235294117647                 0.048884165781083955               
0.92578125                          0.11932773109243698                 0.04569606801275239                
0.927734375                         0.12100840336134454                 0.04144527098831031                
0.9296875                           0.10420168067226891                 0.048884165781083955               
